title,price,reg_price,rate,rate_count,text,specs
Датчик температуры NTC 10k (b3435),541,1250,,0,"Датчик температуры (термистор)
В зависимости от партий поставки может поставляться с разьемом синего или черного цвета. Характеристики не зависят от цвета разьема !!!!
Исполнение - провод с герметичным измерительным элементом с резьбовым погружным присоединением G 1/8"". Датчик температуры NTC 10k (запасные части и принадлежности для газовых котлов и отопительных установок). С обратной зависимостью сопротивления от температуры среды. Номинальное сопротивление 10 кОм. Возможно подключение к любым системам управления. Наиболее часто используется в качестве датчика температуры отопления, в качестве датчика подающей или обратной линии управления. Для коммутации с различными системами. Подключение датчика не имеет полярности, порядок использования и подключения необходимо уточнить в технической документации производителя котла, автоматики.
применяется во многих отопительных котлах различных марок.
Номинальное сопротивление 10 кОм, температурный коэффициент b=3435","{""Страна производства"": ""Китай"", ""Вес товара с упаковкой (г)"": ""20 г"", ""Вид аксессуара для котла отопления"": ""Датчик температуры NTC"", ""Гарантийный срок"": ""6 мес"", ""Количество предметов в упаковке"": ""1 шт."", ""Модель"": ""222-0126"", ""Материал изделия"": ""нержавеющая сталь; пластик"", ""Длина упаковки"": ""10 см"", ""Высота упаковки"": ""5 см"", ""Ширина упаковки"": ""6 см""}"
Датчик температуры NTC 10k (b3977),541,1250,,0,"Датчик температуры NTC 10k погружной с соединением в гильзу 12 мм. Термосопротивление с обратной зависимостью от температуры, поставляется без провода с разьемом. Предназначен для использования в качестве запасной части, принадлежности для систем управления котлами, водонагревателями, системами отопления. Порядок присоединения указывается в документации на основной прибор (систему управления, контроллер). Не предназначен для использования в качестве самостоятельного элемента управления, подключение к сетям 220/380В НЕ ДОПУСКАЕТСЯ !

Поставляется с разьемом синего или черного цвета в зависимости от партии. Не влияет на размеры и технические характеристики датчика.

Температурный коэффициент b=3435","{""Материал изделия"": ""нержавеющая сталь; пластик"", ""Модель"": ""222-0112"", ""Количество предметов в упаковке"": ""1 шт."", ""Гарантийный срок"": ""6 мес"", ""Страна производства"": ""Китай"", ""Вид аксессуара для котла отопления"": ""Датчик температуры NTC"", ""Вес товара с упаковкой (г)"": ""20 г"", ""Длина упаковки"": ""10 см"", ""Высота упаковки"": ""5 см"", ""Ширина упаковки"": ""6 см""}"
Датчик температуры NTC 10k (b3435),541,1250,,0,"Датчик температуры NTC 10k накладной с клипсой-креплением на трубы диаметром 18 мм. Термосопротивление с обратной зависимостью от температуры, поставляется с проводом с разьемом. Предназначен для использования в качестве запасной части, принадлежности для систем управления котлами, водонагревателями, системами отопления. Порядок присоединения указывается в документации на основной прибор (систему управления, контроллер). Не предназначен для использования в качестве самостоятельного элемента управления, подключение к сетям 220/380В НЕ ДОПУСКАЕТСЯ !
Температурный коэффициент b=3435
Датчик используется во многих отопительных котлах различных марок.","{""Количество предметов в упаковке"": ""1 шт."", ""Модель"": ""222-0128"", ""Гарантийный срок"": ""6 мес"", ""Вид аксессуара для котла отопления"": ""Датчик температуры NTC"", ""Страна производства"": ""Китай"", ""Вес товара с упаковкой (г)"": ""20 г"", ""Материал изделия"": ""нержавеющая сталь; пластик"", ""Длина упаковки"": ""10 см"", ""Высота упаковки"": ""5 см"", ""Ширина упаковки"": ""6 см""}"
Датчик температуры NTC 10k (b3435),541,1250,,0,"Датчик температуры NTC 10k (b3435), клипса 14 мм (провод 150 мм + разъем) накладной с клипсой-креплением на трубы диаметром 14 мм. Термосопротивление с обратной зависимостью от температуры, поставляется с проводом с разьемом. Предназначен для использования в качестве запасной части, принадлежности для систем управления котлами, водонагревателями, системами отопления. Порядок присоединения указывается в документации на основной прибор (систему управления, контроллер). Не предназначен для использования в качестве самостоятельного элемента управления, подключение к сетям 220/380В НЕ ДОПУСКАЕТСЯ !
Температурный коэффициент b=3435
Датчик используется во многих отопительных котлах различных марок.","{""Вид аксессуара для котла отопления"": ""Датчик температуры NTC"", ""Страна производства"": ""Китай"", ""Вес товара с упаковкой (г)"": ""20 г"", ""Модель"": ""222-0107"", ""Гарантийный срок"": ""6 мес"", ""Количество предметов в упаковке"": ""1 шт."", ""Материал изделия"": ""пластик; нержавеющая сталь"", ""Длина упаковки"": ""10 см"", ""Высота упаковки"": ""5 см"", ""Ширина упаковки"": ""6 см""}"
Датчик температуры NTC 10k (b3435),541,1250,,0,"Датчик температуры NTC 10k накладной с клипсой-креплением на трубы диаметром 16 мм. Термосопротивление с обратной зависимостью от температуры, поставляется с проводом с разьемом. Предназначен для использования в качестве запасной части, принадлежности для систем управления котлами, водонагревателями, системами отопления. Порядок присоединения указывается в документации на основной прибор (систему управления, контроллер). Не предназначен для использования в качестве самостоятельного элемента управления, подключение к сетям 220/380В НЕ ДОПУСКАЕТСЯ !
Температурный коэффициент b=3435
Датчик используется во многих отопительных котлах различных марок.","{""Модель"": ""222-0127"", ""Количество предметов в упаковке"": ""1 шт."", ""Гарантийный срок"": ""6 мес"", ""Страна производства"": ""Китай"", ""Вид аксессуара для котла отопления"": ""Датчик температуры NTC"", ""Вес товара с упаковкой (г)"": ""20 г"", ""Материал изделия"": ""пластик; нержавеющая сталь"", ""Длина упаковки"": ""10 см"", ""Высота упаковки"": ""5 см"", ""Ширина упаковки"": ""6 см""}"
Пульт управления Dragonfire Firecontrol DRF-UI-1-S,75956,89360,,0,"Панель управления Sawo DragonFire FireControl является очень надёжным и эргономичным устройством. Его небольшие размеры позволяют удобно размещать именно там, где этого хочет владелец парной. В данной комплектации нет блока управления, поэтому его обычно подбирают к этой панели отдельно. Разработчики сделали меню максимально простым, чтобы любой человек мог настроить все интересующие его параметры парения. Помимо этого, создателями была продумана безопасность, что повлекло за собой установку специального предохранителя от перегрева. Панель управления Sawo DragonFire FireControl создана специально для людей, которые ценят своё время и предпочитают пользоваться последними достижениями техники для того, чтобы успевать получать от жизни как можно больше. В данном устройстве предусмотрено управление временем его работы. Оно состоит из предварительного запуска, которое позволяет не ждать прогрева помещения, а подвести его к тому моменту, когда человек закончит свои дела и сможет принять парную. Кроме того, можно устанавливать продолжительность работы и время её завершения с выключением освещения и вентиляции. Макс. мощность печи, кВт: 15. Ширина, мм:	145. Высота, мм:	145. Глубина, мм:	26.
Диапазон регулировки температуры, °C: 40-110. Диапазон регулировки времени работы, ч:	4-24.","{""Длина упаковки"": ""20 см"", ""Высота упаковки"": ""4 см"", ""Ширина упаковки"": ""16 см""}"
"Блок ТЭН 9.0 кВт для ПКА, КПЭМ, МПК Abat Б3-245",3910,4600,,0,"Блок ТЭН 9.0 кВт для ПКА,КПЭМ,МПК ABAT.
Мощность 9000 Вт;
Номинальное напряжение 230 В;
Погружная длина 395 мм;
Длина трубки под термостат 170 мм;
Общая длина 445 мм.
Устанавливается на оборудование торговой марки Abat ЧУВАШТОРГТЕХНИКА, выпуска после 01.06.2012 года:
- машины посудомоечные МПК, МПТ;
- пароконвектоматы ПКА-ПМ, ПКА-ПМ2, ПКА-ПП, ПКА-ПП2;
- электрические котлы пищеварочные серия (КПЭМ):
КПЭМ-60/9Т;
КПЭМ-100/9Т;
КПЭМ-160/9Т;
КПЭМ-200/9Т;
КПЭМ-250/9Т.
Может быть установлен вместо ТЭН-444-3,5- 6,5/9 ОР230 В3.

Партномер: 120000060750, Б3-245","{""Вид аксессуара для котла отопления"": ""Блок ТЭН"", ""Совместимость"": ""- машины посудомоечные МПК, МПТ; - пароконвектоматы ПКА-ПМ, ПКА-ПМ2, ПКА-ПП, ПКА-ПП2; - электрические котлы пищеварочные серия (КПЭМ): КПЭМ-60/9Т; КПЭМ-100/9Т; КПЭМ-160/9Т; КПЭМ-200/9Т; КПЭМ-250/9Т."", ""Вес товара с упаковкой (г)"": ""950 г"", ""Страна производства"": ""Китай"", ""Модель"": ""Б3-245"", ""Гарантийный срок"": ""6 месяцев"", ""Количество предметов в упаковке"": ""1 шт."", ""Материал изделия"": ""нержавеющая сталь"", ""Длина упаковки"": ""50 см"", ""Высота упаковки"": ""10 см"", ""Ширина упаковки"": ""10 см""}"
"Термопара для газового котла, конвектора 450 мм М8ХМ8",850,1000,5.0,1,"Термопара (термоэлемент, датчик контроля наличия пламени, термодатчик, газ контроль) для газовых отопительных котлов, газовых конвекторов, газовых проточных водонагревателей (газовых колонок).

Длина: 450 мм

Резьба подключения к клапану: М8

Резьба подключения к запальнику: М8

Данная термопара подойдет для напольных газовых отопительных котлов (АОГВ) оснащенных автоматикой (газовым клапаном) Арбат 1.
","{""Гарантийный срок"": ""6 мес"", ""Количество предметов в упаковке"": ""1 шт."", ""Материал изделия"": ""металл"", ""Вид аксессуара для котла отопления"": ""термопара"", ""Вес товара с упаковкой (г)"": ""100 г"", ""Длина упаковки"": ""15 см"", ""Высота упаковки"": ""3 см"", ""Ширина упаковки"": ""15 см""}"
"Коллектор 'СТМ', 1'х1/2', наружная резьба, 3 выхода, с шаров",2022,4758,,0,"Коллектор на 3 выхода с шаровыми кранами 1/2' с наружной резьбой предназначен для распределения теплоносителя в системах водоснабжения по отдельным контурам либо приборам. Коллектор применяется на трубопроводах систем холодного и горячего водоснабжения, питьевого назначения, отопления, сжатого воздуха, жидких углеводородов, а также технологических трубопроводах, транспортирующих жидкости, не агрессивные к материалам изделия.Диаметр коллектора - 1', резьба - внутренняя или наружная. Корпус изготавливается из высококачественной горячепрессованной латуни с никелированным покрытием. Шаровой кран неремонтопригодный. Корпус и шток крана изготовлены из высококачественной горячепрессованной латуни с никелированным покрытием. Шаровой затвор выполнен из того же материала, отполирован и покрыт хромом. Герметичность затвора крана соответствует наиболее высокому классу А.Наличие тефлоновых седельных колец и сальниковой прокладки крана позволяет использовать коллектор в отопительных системах с рабочей температурой до +110 ºС. Техническое обслуживание крана в течение эксплуатации не требуется (средний ресурс наработки на отказ - 8 000 циклов). Рабочая температура теплоносителя - до +110 С, давление - до 10 бар. В комплект коллектора с шаровыми кранами входят сменные ручки-флажки синего или красного цвета, в зависимости от установленных по умолчанию.","{""Страна производства"": ""Китай"", ""Вес товара с упаковкой (г)"": ""676 г"", ""Материал изделия"": ""Латунь"", ""Длина упаковки"": ""14 см"", ""Высота упаковки"": ""6 см"", ""Ширина упаковки"": ""8 см""}"
"Коллектор 'СТМ', 3/4'х1/2', наружная резьба, 2 выхода, с шар",1123,2644,,0,"Коллектор на 2 выхода с шаровыми кранами 1/2' с наружной резьбой предназначен для распределения теплоносителя в системах водоснабжения по отдельным контурам либо приборам. Коллектор применяется на трубопроводах систем холодного и горячего водоснабжения, питьевого назначения, отопления, сжатого воздуха, жидких углеводородов, а также технологических трубопроводах, транспортирующих жидкости, не агрессивные к материалам изделия.Диаметр коллектора - 3/4', резьба - внутренняя или наружная. Корпус изготавливается из высококачественной горячепрессованной латуни с никелированным покрытием. Шаровой кран неремонтопригодный. Корпус и шток крана изготовлены из высококачественной горячепрессованной латуни с никелированным покрытием. Шаровой затвор выполнен из того же материала, отполирован и покрыт хромом. Герметичность затвора крана соответствует наиболее высокому классу А.Наличие тефлоновых седельных колец и сальниковой прокладки крана позволяет использовать коллектор в отопительных системах с рабочей температурой до +110 ºС. Техническое обслуживание крана в течение эксплуатации не требуется (средний ресурс наработки на отказ - 8 000 циклов). Рабочая температура теплоносителя - до +110 С, давление - до 10 бар. В комплект коллектора с шаровыми кранами входят сменные ручки-флажки синего или красного цвета, в зависимости от установленных по умолчанию.","{""Страна производства"": ""Китай"", ""Вес товара с упаковкой (г)"": ""308 г"", ""Материал изделия"": ""Латунь"", ""Длина упаковки"": ""8 см"", ""Высота упаковки"": ""5 см"", ""Ширина упаковки"": ""6 см""}"
Теплообменник ГВС 12 пл IMMERGAS 1.028657,2253,2651,,0,"Общая длина модели - 191 мм
Расстояние между крепежными штуцерами - 151 мм
Количество пластин - 12

IMMERGAS арт 1.028657, 3.021692, 1.031610

Mini
• Eolo 24 3E
• Nike 24 3E

Mythos
• Nike 24 2E
• Eolo 24 2Е

Major
• Eolo 24 4E","{""Гарантийный срок"": ""6 мес"", ""Модель"": ""Mini, Mythos, Major 1.028657, 3.021692, 1.031610"", ""Вес товара с упаковкой (г)"": ""665 г"", ""Длина упаковки"": ""21 см"", ""Высота упаковки"": ""4 см"", ""Ширина упаковки"": ""7 см""}"
Теплообменник первичный для газового котла Navien ACE 20-24A,13727,17000,,0,"Теплообменник отопления (первичный) для настенных газовых отопительных  котлов Navien (Навьен, Навиен). Основной первичный теплообменник. Номер детали: 30004894A. Материал: медь. Подойдет к моделям Navien: ATMO 20, ATMO 24. Данные запчасти подойдут только к модификациям с открытой камерой сгорания (атмосферные котлы, с дымоходом с естественной тягой, атмо). Запчасть оригинальная, Navien. Страна изготовитель: Южная Корея.","{""Количество предметов в упаковке"": ""1 шт"", ""Модель"": ""30004894A"", ""Гарантийный срок"": ""6 месяцев"", ""Материал изделия"": ""медь"", ""Совместимость"": ""Navien ACE ATMO 20 A; Navien ACE ATMO 24 A"", ""Вес товара с упаковкой (г)"": ""3500 г"", ""Вид аксессуара для котла отопления"": ""теплообменник"", ""Страна производства"": ""Республика Корея"", ""Длина упаковки"": ""27 см"", ""Высота упаковки"": ""9 см"", ""Ширина упаковки"": ""20 см""}"
Вентилятор,3993,4698,,0,"Мощность - 54 Вт

VAILLANT арт 0020020008

TurboTec Pro
• VUW 202/3-3
• VUW 242/3-3
• VUW 282/3-3
• VU 202/3-3
• VU 242/3-3
• VU 282/3-3
• VUW 242/5-3

TurboTec Plus
• VUW 202/3-5
• VUW 242/3-5
• VUW 282/3-5
• VUW 202/5-3
• VUW 242/5-3
• VUW 282/5-3

Turbomax Pro
• VUW 182/2-3
• VUW 202/2-3
• VUW 242/2-3

Turbomax Plus
• VUW 202/2-5
• VUW 242/2-5
• VUW 282/2-5
• VU 202/2-5
• VU 242/2-5
• VU 282/2-5


PROTHERM арт 0020213171

Пантера  
•12 KTO H-RU
•25 KTV H-RU
•25 KTO H-RU
•30 KTV H-RU","{""Гарантийный срок"": ""6 мес"", ""Модель"": ""TurboTec Pro, TurboTec Plus, Turbomax Pro, Turbomax Plus"", ""Вес товара с упаковкой (г)"": ""1700 г"", ""Длина упаковки"": ""21 см"", ""Высота упаковки"": ""14 см"", ""Ширина упаковки"": ""18 см""}"
Газовый клапан для котлов SIT 845,16043,18875,,0,"Подходит для котлов:

Eco Four 1.14
Eco Four 1.14 F
Eco Four 1.24
Eco Four 1.24 F
Eco Four 24
Eco Four 24 F
Eco Home 10 F
Eco Home 14 F
Eco Home 24 F
Eco-3 1.240 Fi
Eco-3 240 Fi
Eco-3 240 i
Eco-3 280 Fi
FOURTECH 1.14
FOURTECH 1.24
FOURTECH 1.24 F
FOURTECH 24
FOURTECH 24 F
LUNA 1.240 Fi
LUNA 1.310 Fi
LUNA 240 Fi
LUNA 280 i
LUNA 310 Fi
LUNA-3 1.310 Fi
LUNA-3 240 Fi
LUNA-3 240 i
LUNA-3 280 Fi
LUNA-3 310 Fi
LUNA-3 COMFORT 1.240 Fi
LUNA-3 COMFORT 1.240 i
LUNA-3 COMFORT 1.310 Fi
LUNA-3 COMFORT 240 Fi
LUNA-3 COMFORT 240 i
LUNA-3 COMFORT 310 Fi
LUNA-3 COMFORT AIR 250 Fi
LUNA-3 COMFORT AIR 310 Fi
SLIM 1.150 i
SLIM 1.230 Fi
SLIM 1.230 FiN
SLIM 1.230 i
SLIM 1.230 iN
SLIM 1.300 Fi
SLIM 1.300 FiN
SLIM 1.300 i
SLIM 1.300 iN
SLIM 1.400 iN
SLIM 1.490 iN
SLIM 1.620 iN
SLIM 2.230 i
SLIM 2.260 Fi
SLIM 2.300 Fi
SLIM 2.300 i","{""Количество предметов в упаковке"": ""1 шт."", ""Модель"": ""(5653610) JJJ005653610"", ""Вид аксессуара для котла отопления"": ""Газовый клапан"", ""Совместимость"": ""Baxi"", ""Страна производства"": ""Италия"", ""Длина упаковки"": ""20 см"", ""Высота упаковки"": ""20 см"", ""Ширина упаковки"": ""20 см""}"
Датчик температуры погружной NTC,1583,1863,,0,"Подходит для моделей котлов Baxi:

ECO 1.240 Fi
ECO 1.240 i
ECO 20
ECO 20 F
ECO 20 Fi
ECO 20 FP
ECO 20 i
ECO 20 P
ECO 240 Fi
ECO 240 i
ECO 280 Fi
ECO 280 i
ECO-3 240 Fi
ECO-3 240 i
ECO-3 280 Fi
ECO-3 COMPACT 240 Fi
ECO-3 COMPACT 240 i
LUNA 1.240 Fi
LUNA 1.310 Fi
LUNA 24 FI
LUNA 280 i
LUNA 310 Fi
LUNA AIR 20 FI
LUNA AIR 20 I
LUNA MAX 240 Fi
LUNA MAX 240 i
LUNA MAX 310 Fi
LUNA PLUS 24 FI
LUNA SPACE 20 FFI
LUNA-3 240 Fi
LUNA-3 240 i
LUNA-3 280 Fi
LUNA-3 310 Fi
LUNA-3 COMFORT 240 Fi
LUNA-3 COMFORT 240 i
LUNA-3 COMFORT 310 Fi
LUNA-3 COMFORT AIR 250 Fi
LUNA-3 COMFORT AIR 310 Fi
LUNA-3 SILVER SPACE 250 Fi
LUNA-3 SILVER SPACE 310 Fi
MAIN 24 Fi
MAIN 24i
MAIN DIGIT 240Fi
NUVOLA 140 Fi
NUVOLA 240 FI
NUVOLA 240 I
NUVOLA 280 FI
NUVOLA 280 I
NUVOLA-3 140 B40 Fi
NUVOLA-3 240 B40 i
NUVOLA-3 280 B40 Fi
NUVOLA-3 280 B40 i
NUVOLA-3 COMFORT 140 Fi
NUVOLA-3 COMFORT 240 Fi
NUVOLA-3 COMFORT 240 i
NUVOLA-3 COMFORT 280 Fi
NUVOLA-3 COMFORT 280 i
NUVOLA-3 COMFORT 320 Fi
SLIM 1.150 i
SLIM 1.230 Fi
SLIM 1.230 FiN
SLIM 1.230 i
SLIM 1.230 iN
SLIM 1.300 Fi
SLIM 1.300 FiN
SLIM 1.300 i
SLIM 1.300 iN
SLIM 1.400 iN
SLIM 1.490 iN
SLIM 1.620 iN
SLIM 2.230 i
SLIM 2.260 Fi
SLIM 2.300 Fi
SLIM 2.300 i","{""Длина упаковки"": ""10 см"", ""Высота упаковки"": ""10 см"", ""Ширина упаковки"": ""10 см""}"
Соединительный элемент газового клапана,1019,1199,,0,"Подходит для котлов:

SLIM 1.150 i WSB431153010
SLIM 1.150 i WSB431153011
SLIM 1.150 i WSB431153012
SLIM 1.150 i WSB431153013
SLIM 1.150 i WSB431153014
SLIM 1.150 i WSB431153015
SLIM 1.230 Fi WSB435233010
SLIM 1.230 Fi WSB435233011
SLIM 1.230 Fi WSB435233012
SLIM 1.230 Fi WSB435233013
SLIM 1.230 Fi WSB435233014
SLIM 1.230 FiN WSB435233470
SLIM 1.230 FiN WSB435233471
SLIM 1.230 FiN WSB435233472
SLIM 1.230 FiN WSB435233473
SLIM 1.230 FiN WSB435233474
SLIM 1.230 i WSB431233010
SLIM 1.230 i WSB431233011
SLIM 1.230 i WSB431233012
SLIM 1.230 i WSB431233013
SLIM 1.230 i WSB431233014
SLIM 1.230 i WSB431233015
SLIM 1.230 iN WSB431233470
SLIM 1.230 iN WSB431233471
SLIM 1.230 iN WSB431233472
SLIM 1.230 iN WSB431233473
SLIM 1.230 iN WSB431233474
SLIM 1.230 iN WSB431233475
SLIM 1.300 Fi WSB435303010
SLIM 1.300 Fi WSB435303011
SLIM 1.300 Fi WSB435303012
SLIM 1.300 Fi WSB435303013
SLIM 1.300 Fi WSB435303014
SLIM 1.300 FiN WSB435303470
SLIM 1.300 FiN WSB435303471
SLIM 1.300 FiN WSB435303472
SLIM 1.300 FiN WSB435303473
SLIM 1.300 FiN WSB435303474
SLIM 1.300 i WSB431303010
SLIM 1.300 i WSB431303011
SLIM 1.300 i WSB431303012
SLIM 1.300 i WSB431303013
SLIM 1.300 i WSB431303014
SLIM 1.300 i WSB431303015
SLIM 1.300 iN WSB431303470
SLIM 1.300 iN WSB431303471
SLIM 1.300 iN WSB431303472
SLIM 1.300 iN WSB431303473
SLIM 1.300 iN WSB431303474
SLIM 1.300 iN WSB431303475
SLIM 1.400 iN WSB431403470
SLIM 1.400 iN WSB431403471
SLIM 1.400 iN WSB431403472
SLIM 1.400 iN WSB431403473
SLIM 1.400 iN WSB431403474
SLIM 1.490 iN WSB431493470
SLIM 1.490 iN WSB431493471
SLIM 1.490 iN WSB431493472
SLIM 1.490 iN WSB431493473
SLIM 1.490 iN WSB431493474
SLIM 1.620 iN WSB431623470
SLIM 1.620 iN WSB431623471
SLIM 1.620 iN WSB431623472
SLIM 1.620 iN WSB431623473
SLIM 1.620 iN WSB431623474","{""Вид аксессуара для котла отопления"": ""Соединительный элемент газового клапана"", ""Совместимость"": ""Baxi Slim"", ""Модель"": ""3202100"", ""Длина упаковки"": ""20 см"", ""Высота упаковки"": ""20 см"", ""Ширина упаковки"": ""20 см""}"
Камера сгорания в сборе 30003354G,2568,3640,,0,"Камера сгорания в сборе для котлов Navien 30003354G. Подходит к моделям:Navien Ace 35K,Navien Ace Coaxial 30K,Navien Deluxe 35K, 40K,Navien Prime 35K,Navien Smart TOK 35K.Deluxe Plus 30K, 35K, 40KТип запчасти: Камера сгорания","{""Вес товара с упаковкой (г)"": ""1000 г"", ""Длина упаковки"": ""22 см"", ""Высота упаковки"": ""15 см"", ""Ширина упаковки"": ""15 см""}"
Электрод зажигания или контроля пламени,1402,1650,,0,"Электрод розжига для напольных газовых котлов BAXI SLIM моделей:

1.150 i
1.230 Fi
1.230 FiN
1.230 i
1.230 iN
1.300 Fi
1.300 FiN
1.300 i
1.300 iN
1.400 iN
1.490 iN
1.620 iN
2.230 i
2.300 Fi
2.300 i","{""Количество предметов в упаковке"": ""1 шт."", ""Модель"": ""8620350"", ""Вес товара с упаковкой (г)"": ""200 г"", ""Вид аксессуара для котла отопления"": ""электрод зажигания"", ""Совместимость"": ""BAXI SLIM"", ""Длина упаковки"": ""10 см"", ""Высота упаковки"": ""10 см"", ""Ширина упаковки"": ""10 см""}"
Кнопка розжига для газового котла с автоматикой Eurosit 630,833,1000,4.5,2,"Запчасть кнопка пьезорозжига (розжига) для газовых котлов (на газовый отопительный котел). Запчасти для газовых котлов подойдут к любому котлу оснащенному автоматикой (газовым клапаном) Eurosit 630 (Евросит 630). Запчасть к газовым котлам кнопка поджига,  пьезовоспламенитель.","{""Количество предметов в упаковке"": ""1"", ""Модель"": ""PLG630sit"", ""Материал изделия"": ""пластик"", ""Совместимость"": ""Eurosit 630"", ""Вес товара с упаковкой (г)"": ""100 г"", ""Страна производства"": ""Италия"", ""Длина упаковки"": ""14 см"", ""Высота упаковки"": ""5 см"", ""Ширина упаковки"": ""8 см""}"
Короб вытяжки в сборе D=160,7649,8999,,0,"Подходит к котлам:

SLIM 1.490 iN WSB431493470
SLIM 1.490 iN WSB431493471
SLIM 1.490 iN WSB431493472
SLIM 1.490 iN WSB431493473
SLIM 1.490 iN WSB431493474","{""Вид аксессуара для котла отопления"": ""Колпак вытяжки"", ""Страна производства"": ""Италия"", ""Совместимость"": ""Baxi Slim"", ""Количество предметов в упаковке"": ""1 шт."", ""Модель"": ""3606180"", ""Длина упаковки"": ""60 см"", ""Высота упаковки"": ""20 см"", ""Ширина упаковки"": ""30 см""}"
Панель верхняя (крышка),6544,7699,,0,"Подходит для котлов:

SLIM 1.490 iN WSB431493470
SLIM 1.490 iN WSB431493471
SLIM 1.490 iN WSB431493472
SLIM 1.490 iN WSB431493473
SLIM 1.490 iN WSB431493474","{""Количество предметов в упаковке"": ""1 шт."", ""Модель"": ""3108860"", ""Вид аксессуара для котла отопления"": ""Панель верхняя"", ""Совместимость"": ""Baxi"", ""Длина упаковки"": ""65 см"", ""Высота упаковки"": ""30 см"", ""Ширина упаковки"": ""30 см""}"
Рампа подачи газа,3314,3899,,0,"Подходит для котлов Baxi Slim:

1.490 iN WSB431493470
1.490 iN WSB431493471
1.490 iN WSB431493472
1.490 iN WSB431493473
1.490 iN WSB431493474","{""Вид аксессуара для котла отопления"": ""Рампа подачи газа"", ""Страна производства"": ""Италия"", ""Совместимость"": ""Baxi"", ""Количество предметов в упаковке"": ""1 шт."", ""Модель"": ""3614390"", ""Длина упаковки"": ""30 см"", ""Высота упаковки"": ""30 см"", ""Ширина упаковки"": ""30 см""}"
Трубка входа газа G3/4,2889,3399,,0,"Подходит к котлам:

SLIM 1.490 iN WSB431493470
SLIM 1.490 iN WSB431493471
SLIM 1.490 iN WSB431493472
SLIM 1.490 iN WSB431493473
SLIM 1.490 iN WSB431493474","{""Вид аксессуара для котла отопления"": ""Трубка входа газа"", ""Совместимость"": ""Baxi Slim"", ""Страна производства"": ""Италия"", ""Модель"": ""3108610"", ""Количество предметов в упаковке"": ""1 шт."", ""Длина упаковки"": ""65 см"", ""Высота упаковки"": ""15 см"", ""Ширина упаковки"": ""15 см""}"
Устройство двойного розжига,2804,3299,,0,"Совместимость:

SLIM 1.150 i WSB431153015
SLIM 1.230 Fi WSB435233014
SLIM 1.230 FiN WSB435233474
SLIM 1.230 i WSB431233015
SLIM 1.230 iN WSB431233475
SLIM 1.300 Fi WSB435303014
SLIM 1.300 FiN WSB435303474
SLIM 1.300 i WSB431303015
SLIM 1.300 iN WSB431303475
SLIM 1.400 iN WSB431403474
SLIM 1.490 iN WSB431493474
SLIM 1.620 iN WSB431623474
SLIM 2.230 i WSB434233015
SLIM 2.300 Fi WSB437303015
SLIM 2.300 i WSB434303015","{""Вид аксессуара для котла отопления"": ""Устройство двойного розжига"", ""Совместимость"": ""Baxi Slim"", ""Страна производства"": ""Италия"", ""Модель"": ""711565600"", ""Количество предметов в упаковке"": ""1 шт."", ""Длина упаковки"": ""20 см"", ""Высота упаковки"": ""5 см"", ""Ширина упаковки"": ""20 см""}"
Кожух электрической коробки,1869,2199,,0,"Подходит для напольных котлов Baxi:

SLIM 1.150 i
SLIM 1.230 Fi
SLIM 1.230 FiN
SLIM 1.230 i
SLIM 1.230 iN
SLIM 1.300 Fi
SLIM 1.300 FiN 
SLIM 1.300 i
SLIM 1.300 iN
SLIM 1.400 iN
SLIM 1.490 iN
SLIM 1.620 iN
SLIM 2.230 i
SLIM 2.300 Fi
SLIM 2.300 i","{""Количество предметов в упаковке"": ""1 шт."", ""Модель"": ""JJJ 3401610"", ""Совместимость"": ""Baxi Slim"", ""Вид аксессуара для котла отопления"": ""Кожух электрической коробки"", ""Вес товара с упаковкой (г)"": ""300 г"", ""Страна производства"": ""Италия"", ""Длина упаковки"": ""23 см"", ""Высота упаковки"": ""15 см"", ""Ширина упаковки"": ""15 см""}"
Комплект инжекторов для сжиженного газа,1552,1826,,0,"Подходит для котлов Baxi Slim 1.490 iN:

WSB431493470
WSB431493471
WSB431493472
WSB431493473
WSB431493474","{""Страна производства"": ""Италия"", ""Вид аксессуара для котла отопления"": ""инжекторы"", ""Совместимость"": ""Baxi Slim"", ""Модель"": ""3607150"", ""Длина упаковки"": ""10 см"", ""Высота упаковки"": ""10 см"", ""Ширина упаковки"": ""10 см""}"
Электрод контроля пламени,1463,1722,,0,"Подходит для котлов Baxi Slim:

1.150 i
1.230 Fi
1.230 FiN
1.230 i
1.230 iN
1.300 Fi
1.300 FiN
1.300 i
1.300 iN
1.400 iN
1.490 iN
1.620 iN
2.230 i
2.300 Fi
2.300 i","{""Совместимость"": ""Baxi Slim"", ""Вид аксессуара для котла отопления"": ""Электрод"", ""Модель"": ""8620290"", ""Количество предметов в упаковке"": ""1 шт."", ""Длина упаковки"": ""10 см"", ""Высота упаковки"": ""10 см"", ""Ширина упаковки"": ""10 см""}"
Панель управления,1433,1687,,0,Подходит для напольных котлов Baxi Slim.,"{""Вид аксессуара для котла отопления"": ""Панель управления"", ""Совместимость"": ""Baxi Slim"", ""Страна производства"": ""Италия"", ""Количество предметов в упаковке"": ""1 шт."", ""Модель"": ""3618570"", ""Длина упаковки"": ""30 см"", ""Высота упаковки"": ""30 см"", ""Ширина упаковки"": ""30 см""}"
